Item	Page_Lines	Para	Text
674	41.37 - 41.39	(§7.) SUBTITLE IV § 1939-a.6.	The comptroller of the state of New York shall, both as a member of the board and independent of the board, shall oversee the distribution of funds in collaboration with the authority. 
675	41.40 - 41.42	(§7.) SUBTITLE IV § 1939-b.1.	Public engagement and social dialogue. 1. The board shall regularly seek input and feedback from the community, both in every region and directly from impacted communities and impacted workers. 
676	41.43 - 41.47	(§7.) SUBTITLE IV § 1939-b.2.	All meetings of the board must be open public meetings, and shall include opportunities for meaningful public input and allow all those affected the opportunity to be a part of the dialogue; additionally, the board shall hold regional meetings in each region each year, in addition to their regular meetings in order to get public input. 
677	41.48 - 41.51	(§7.) SUBTITLE IV § 1939-b.3.	In collaboration with the just transition working group, the director will release a preliminary report within one year of their first meeting, but after completing public engagement meetings in each region this report will include: 
678	41.52 - 41.56	(§7.) SUBTITLE IV § 1939-b.3.(a)	initial recommendations for a process for a comprehensive long term just transition planning for New York state, including, but not limited to identifying impacted communities, identifying applicable firms, making recommendations for ongoing workforce strategy, and any additional programs or supports required for a just transition. 
679	42.1 - 42.10	(§7.) SUBTITLE IV § 1939-b.3.(b)	identifying every community across New York that is already a significantly impacted community, already has significant adversely affected employment (including significant employment in the energy industry is likely to be a significantly impacted community), or already has impacted workers or permanently closed facilities. The basis for communities to be included, and to schedule a start date for social dialogue and the creation of regional working groups shall begin by convening the workers and members of the impacted communities to begin a discussion about climate change's impacts on the workforce and host communities. 
680	42.11 - 42.25	(§7.) SUBTITLE IV § 1939-b.4.	The director will create working groups in each region to commence a social dialogue consisting of discussions where participants can discuss, be provided with resources, and develop a consensus about how to respond to the challenges of the transition. The social dialogue must be directed by the people most affected. Goals of the social dialogue include: ensuring economic decisions are made with real input from those most affected they must include engagement with the broader community and across sectors including input from the community, workers, businesses and others who are impacted by climate policies, uncovering the best local economic development and workforce plans and set the stage for diverse investments into community rebirth provide resources to communities to develop solutions, including access to technical expertise, information about climate change, its impacts and causes; the impact climate change has on the communities and the workforce, and regional economy; and information about emerging jobs and sectors. 
681	42.26 - 42.27	(§7.) SUBTITLE IV § 1939-b.5.	Within two years of the effective date of this subtitle, the director and board will release a draft plan that must include, at a minimum: 
682	42.28 - 42.28	(§7.) SUBTITLE IV § 1939-b.5.(a)	specifics of how to transition a workforce into emerging jobs; 
683	42.29 - 42.29	(§7.) SUBTITLE IV § 1939-b.5.(b)	estimates of sufficient resources for that transition; 
684	42.30 - 42.31	(§7.) SUBTITLE IV § 1939-b.5.(c)	what expertise and supports must be allocated for the development and implementation of an effective workforce plan; 
685	42.32 - 42.34	(§7.) SUBTITLE IV § 1939-b.5.(d)	a skills map for each impacted position, current and emerging new energy jobs and regional employment opportunities with similar requirements; and 
686	42.35 - 42.40	(§7.) SUBTITLE IV § 1939-b.5.(e)	education and training options for workers that allows them to rapidly re-skill for jobs in demand that recognizes their current and transferable skills, provides competency-based training, learn and earn, and credit for prior learning opportunities upskilling through joint labor management journeyperson extension programs sponsored by joint apprenticeship training programs. 
687	42.41 - 42.41	(§7.) SUBTITLE IV § 1939-b.6.	The director will also seek public input on: 
688	42.42 - 42.42	(§7.) SUBTITLE IV § 1939-b.6.(a)	a policy for workforce impact statements; and 
689	42.43 - 42.44	(§7.) SUBTITLE IV § 1939-b.6.(b)	additional potential funding and possible partnerships for opportunity and workforce and economic revitalization. 
690	42.45 - 42.47	(§7.) SUBTITLE IV § 1939-b.7.	"For the purposes of subdivisions two, three and four of this section, ""region"" shall have the same meaning as in subdivision nine of section two thousand four hundred twenty-six of this article. "
691	42.48 - 42.53	(§7.) SUBTITLE IV § 1939-c.1.	Reporting. 1. No later than two years following the effective date of this subtitle, and every two years thereafter, the authority, in partnership with the working group, shall produce a report on the implementation of the program established under this subtitle and the extent to which program implementation is meeting stated program goals and priorities. Such report shall include but not be limited to: 
692	42.54 - 42.56	(§7.) SUBTITLE IV § 1939-c.1.(a)	reporting on the effectiveness of the policies established under this subtitle to the legislature and public on the job creation and retention impacts; 
693	43.1 - 43.3	(§7.) SUBTITLE IV § 1939-c.1.(b)	an overview of social benefits pursuant to the implementation of this section, including benefits to the economy, environment, and public health, including women's health; 
694	43.4 - 43.5	(§7.) SUBTITLE IV § 1939-c.1.(c)	an overview of administrative costs for the authority, the department and other state agencies; 
695	43.6 - 43.7	(§7.) SUBTITLE IV § 1939-c.1.(d)	recommendations for future policy pertaining to transition assistance; and 
696	43.8 - 43.9	(§7.) SUBTITLE IV § 1939-c.1.(e)	data identifying both who submitted petitions and who received support from the program and why. 
697	43.10 - 43.12	(§7.) SUBTITLE IV § 1939-c.2. (a)	Prior to finalizing the report described in subdivision one of this section, the authority shall ensure that there are meaningful opportunities for public participation, including by: 
698	43.13 - 43.15	(§7.) SUBTITLE IV § 1939-c.2. (a)(i)	allowing at least one hundred twenty days for the submission of public comment, following the date of the publication of a draft report; and 
699	43.16 - 43.19	(§7.) SUBTITLE IV § 1939-c.2. (a)(i)(ii)	holding at least four regional public hearings, including: two meetings in the upstate region and two meetings in the downstate region, with emphasis on maximizing participation and accessibility for members of disadvantaged communities. 
700	43.20 - 43.21	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)	The following entities shall be invited to attend and given notice of the public hearings described in paragraph (a) of this subdivision: 
701	43.22 - 43.22	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)(i)	environmental justice representatives; 
702	43.23 - 43.23	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)(ii)	organizations representing disadvantaged community members; 
703	43.24 - 43.24	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)(iii)	labor organizations in the area; 
704	43.25 - 43.25	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)(iv)	local businesses; 
705	43.26 - 43.26	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)(v)	local governments and school authorities; and 
706	43.27 - 43.27	(§7.) SUBTITLE IV § 1939-c.2. (a)(b)(vi)	climate change experts. 
707	43.28 - 43.34	(§7.) SUBTITLE IV § 1939-c.3.	The final report described in subdivision one of this section shall be submitted to the governor, the president of the senate, the speaker of the assembly, the minority leader of the senate and the minority leader of the assembly and shall be posted on the website of the authority. Additionally, all reports shall be shared publicly through the department of information technology and telecommunications of the city of New York. 
708	43.35 - 43.36	§ 8.	Article 8 of the public authorities law is amended by adding a new title 36 to read as follows: 
709	43.37 - 43.38	(§8.) TITLE 36	CLIMATE AND COMMUNITY INVESTMENT AUTHORITY 
710	43.39 - 43.39	(§8.) TITLE 36 § 2799-tttt.	Definitions. 
711	43.40 - 43.41	(§8.) TITLE 36 § 2799-uuuu.	The climate and community investment authority of the state of New York; creation. 
712	43.42 - 43.42	(§8.) TITLE 36 § 2799-wwww.	Board of trustees. 
713	43.43 - 43.43	(§8.) TITLE 36 § 2799-xxxx.	Officers and employees; expenses. 
714	43.44 - 43.44	(§8.) TITLE 36 § 2799-yyyy.	Powers and duties of the authority. 
715	43.45 - 43.45	(§8.) TITLE 36 § 2799-zzzz.	Contracts negotiated by the authority. 
716	43.46 - 43.46	(§8.) TITLE 36 § 2799-aaaaa.	Subsidiaries. 
717	43.47 - 43.47	(§8.) TITLE 36 § 2799-bbbbb.	Notes of the authority. 
718	43.48 - 43.48	(§8.) TITLE 36 § 2799-ccccc.	Bonds of the authority. 
719	43.49 - 43.49	(§8.) TITLE 36 § 2799-ddddd.	Guaranty by the state. 
720	43.50 - 43.51	(§8.) TITLE 36 § 2799-eeeee.	State and municipalities not liable on bonds or notes. 
721	43.52 - 43.52	(§8.) TITLE 36 § 2799-fffff.	Legal investments. 
722	43.53 - 43.53	(§8.) TITLE 36 § 2799-ggggg.	Deposit and investment of monies of the authority. 
723	43.54 - 43.54	(§8.) TITLE 36 § 2799-hhhhh.	Agreement of the state. 
724	43.55 - 43.55	(§8.) TITLE 36 § 2799-iiiii.	Exemption from taxation. 
725	43.56 - 43.56	(§8.) TITLE 36 § 2799-jjjjj.	Tax covenant. 
726	44.1 - 44.1	(§8.) TITLE 36 § 2799-kkkkk.	Repayment of state appropriations. 
727	44.2 - 44.3	(§8.) TITLE 36 § 2799-lllll.	Equal employment opportunity and minority and women owned business enterprise programs. 
728	44.4 - 44.4	(§8.) TITLE 36 § 2799-mmmmm.	Prevailing wage. 
729	44.5 - 44.5	(§8.) TITLE 36 § 2799-nnnnn.	Audits and annual reports. 
730	44.6 - 44.6	(§8.) TITLE 36 § 2799-ooooo.	Transparency. 
731	44.7 - 44.7	(§8.) TITLE 36 § 2799-ppppp.	Corporate existence. 
732	44.8 - 44.8	(§8.) TITLE 36 § 2799-qqqqq.	Conflicts of interest. 
733	44.9 - 44.9	(§8.) TITLE 36 § 2799-rrrrr.	Exculpation. 
734	44.10 - 44.10	(§8.) TITLE 36 § 2799-sssss.	Liberal interpretation. 
735	44.11 - 44.11	(§8.) TITLE 36 § 2799-ttttt.	Severability. 
736	44.12 - 44.12	(§8.) TITLE 36 § 2799-uuuuu.	Inconsistent provisions of other laws superseded. 
737	44.13 - 44.13	(§8.) TITLE 36 § 2799-vvvvv.	Title not affected if in part unconstitutional. 
738	44.14 - 44.14	(§8.) TITLE 36 § 2799-wwwww.	Climate manufacturing careers policy. 
739	44.15 - 44.15	(§8.) TITLE 36 § 2799-xxxxx.	Additional responsible contracting standards. 
740	44.16 - 44.17	(§8.) TITLE 36 § 2799-tttt.	Definitions. For the purposes of this title, the following terms shall have the following meanings: 
741	44.18 - 44.20	(§8.) TITLE 36 § 2799-tttt.1.	"""Acquire"" means, with respect to any right, title or interest in or to any property, either the act of taking by the exercise of the power of eminent domain, or the acquisition by purchase or otherwise. "
742	44.21 - 44.24	(§8.) TITLE 36 § 2799-tttt.2.	"""Authority"" or ""the climate and community investment authority"" means the climate and community investment authority of the state of New York established by section twenty-seven hundred ninety-nine-uuuu of this title. "
743	44.25 - 44.25	(§8.) TITLE 36 § 2799-tttt.3.	"""Board"" means the board of trustees of the authority. "
744	44.26 - 44.27	(§8.) TITLE 36 § 2799-tttt.4.	"""Bonds"" or ""notes"" mean the bonds, notes or other obligations issued by the authority pursuant to this title. "
745	44.28 - 44.30	(§8.) TITLE 36 § 2799-tttt.5.	"""Director"" means the director of an office appointed under paragraph (b) of subdivision seven of section twenty-seven hundred ninetynine-uuuu of this title. "
746	44.31 - 44.35	(§8.) TITLE 36 § 2799-tttt.6.	"""Municipality"" means any county, city, town, village, municipal corporation, school district or other political subdivision of the state, including any agency, authority or public corporation of the state or any of the foregoing or any combination thereof, other than the authority. "
747	44.36 - 44.37	(§8.) TITLE 36 § 2799-tttt.7.	"""President"" means the president of the climate and community investment authority. "
748	44.38 - 44.46	(§8.) TITLE 36 § 2799-tttt.8.	"""Project"" means an action undertaken by the authority that: causes the authority to issue bonds, notes or other obligations, or shares in any subsidiary corporation, or significantly modifies the use of an asset valued at more than one million dollars owned by the authority or involves the sale, lease or other disposition of such an asset, or commits the authority to a contract for a public works project in receipt of more than one hundred thousand dollars in total financial assistance; projects with a total value of more than ten million dollars; and privately-financed projects on public property. "
749	44.47 - 44.52	(§8.) TITLE 36 § 2799-tttt.9.	"""Revenue"" means all rates, rents, fees, charges, payments and other income and receipts derived by the authority from the operation of the authority other than the proceeds of the sales of its securities, including, but not limited to, investment proceeds and proceeds of insurance, condemnation, and sales or other disposition of assets, together with all federal, state or municipal aid. "
750	44.53 - 44.53	(§8.) TITLE 36 § 2799-tttt.10.	"""Comptroller"" means the New York state comptroller. "
751	44.54 - 45.3	(§8.) TITLE 36 § 2799-uuuu.1.	"The climate and community investment authority of the state of New York; creation. 1. There is hereby created a corporate instrumentality of the state to be known as the ""climate and community investment authority of the state of New York"" which shall be a body corporate and political and a political subdivision of the state, exercising essential government and public powers. "
752	45.4 - 45.5	(§8.) TITLE 36 § 2799-uuuu.2.	The area of operations of the authority shall be the state of New York. 
753	45.6 - 45.10	(§8.) TITLE 36 § 2799-uuuu.3.	The authority shall not be created or organized, and its operations shall not be conducted, for the purpose of making a profit. No part of the revenues or assets of the authority shall inure to the benefit of or be distributable to its trustees or officers or any other private persons, except as provided for actual services rendered. 
754	45.11 - 45.14	(§8.) TITLE 36 § 2799-uuuu.4.	The power of the authority shall be vested in and exercised by a majority of the members of the board then in office. Such board may delegate to one or more of its members or its officers, agents and employees such powers and duties as it may deem proper. 
755	45.15 - 45.15	(§8.) TITLE 36 § 2799-uuuu.5.	The board shall elect and appoint a president of the authority. 
756	45.16 - 45.16	(§8.) TITLE 36 § 2799-uuuu.6.	The board shall create within the authority: 
757	45.17 - 45.17	(§8.) TITLE 36 § 2799-uuuu.6.(a)	an office of environmental justice; 
758	45.18 - 45.18	(§8.) TITLE 36 § 2799-uuuu.6.(b)	an office of household and small business energy rebates; 
759	45.19 - 45.19	(§8.) TITLE 36 § 2799-uuuu.6.(c)	an office of climate jobs and infrastructure; 
760	45.20 - 45.20	(§8.) TITLE 36 § 2799-uuuu.6.(d)	an office of community just transition; 
761	45.21 - 45.21	(§8.) TITLE 36 § 2799-uuuu.6.(e)	an office of worker and community assurance; 
762	45.22 - 45.22	(§8.) TITLE 36 § 2799-uuuu.6.(f)	an office of value of pollution and mitigation program; 
763	45.23 - 45.23	(§8.) TITLE 36 § 2799-uuuu.6.(g)	an office of procurement; 
764	45.24 - 45.24	(§8.) TITLE 36 § 2799-uuuu.6.(h)	an office of public engagement and independent ombudsperson; and 
765	45.25 - 45.25	(§8.) TITLE 36 § 2799-uuuu.6.(i)	any other offices as necessary. 
766	45.26 - 45.26	(§8.) TITLE 36 § 2799-uuuu.7.	Each office created by the authority shall: 
767	45.27 - 45.33	(§8.) TITLE 36 § 2799-uuuu.7.(a)	Abide by the principles of environmental justice, including the federal executive order 12898 of 1994, relating to environmental justice, and the Jemez principles of democratic organizing. Such principles shall include: being inclusive; placing an emphasis on bottom-up organizing; letting people speak for themselves; working together in solidarity and mutuality; building just relationships among ourselves; and making a commitment to self-transformation. 
768	45.34 - 45.39	(§8.) TITLE 36 § 2799-uuuu.7.(b)	Be led by a director. Not later than six months after the formation of the authority, the climate justice working group shall nominate not less than three candidates for the position of director for each office of the authority. Not later than three months after the climate justice working group has nominated candidates, the president shall select the director for each office from this group of candidates. 
769	45.40 - 45.45	(§8.) TITLE 36 § 2799-uuuu.8.	The board and its corporate existence shall continue so long as it shall have notes, bonds or other obligations outstanding (including notes, bonds or obligations hereafter issued or incurred) and until its existence shall be terminated by law. Upon the termination of the existence of the authority, all its rights and properties shall pass to and be vested in the state. 
770	45.46 - 45.48	(§8.) TITLE 36 § 2799-wwww.1.	Board of trustees. 1. Beginning no later than six months following the effective date of this title, the board of the authority shall be created and shall consist of thirteen trustees including: 
771	45.49 - 45.54	(§8.) TITLE 36 § 2799-wwww.1.(a)	Five trustees serving ex officio, which shall consist of the commissioner of the department of transportation, the commissioner of the department of environmental conservation, the president and chief executive officer of the New York state energy research and development authority, the chair of the public service commission, and the commissioner of the department of labor; 
772	45.55 - 45.56	(§8.) TITLE 36 § 2799-wwww.1.(b)	Two trustees to be appointed by the governor with consent from both houses of the legislature, 
773	46.1 - 46.2	(§8.) TITLE 36 § 2799-wwww.1.(c)	Three trustees to be appointed by the temporary president of the senate, and 
774	46.3 - 46.3	(§8.) TITLE 36 § 2799-wwww.1.(d)	Three trustees to be appointed by the speaker of the assembly. 
775	46.4 - 46.5	(§8.) TITLE 36 § 2799-wwww.2.	The board shall be chaired by a board member elected by the full board, who shall not be an ex officio member. 
776	46.6 - 46.6	(§8.) TITLE 36 § 2799-wwww.3.	At the time of appointment and for the duration of service: 
777	46.7 - 46.10	(§8.) TITLE 36 § 2799-wwww.3.(a)	At least one board appointee shall live in each of the following regions: western New York, the finger lakes region, central New York, the southern tier, mohawk valley, the north country, mid-hudson, and long island; 
778	46.11 - 46.12	(§8.) TITLE 36 § 2799-wwww.3.(b)	At minimum three board appointees shall be representative of environmental justice communities; 
779	46.13 - 46.14	(§8.) TITLE 36 § 2799-wwww.3.(c)	One shall be a representative of a youth organization who is under the age of twenty-six years old; and 
780	46.15 - 46.18	(§8.) TITLE 36 § 2799-wwww.3.(d)	All trustees appointed under this section shall have relevant experience in any or all of the following areas: utility, environmental justice, energy markets, energy systems, organized labor, workforce development, sustainable land use, transportation, and clean energy. 
781	46.19 - 46.25	(§8.) TITLE 36 § 2799-wwww.4.	Of the appointed board trustees, four shall serve initial terms of three years, while the remaining four shall serve initial terms of four years. Thereafter, all terms shall be for a period of four years. In the event of a vacancy occurring in the office of a board trustee by death, resignation or otherwise, the respective appointing officer shall appoint a successor who shall hold office for the unexpired portion of such term. 
782	46.26 - 46.27	(§8.) TITLE 36 § 2799-wwww.5.	A quorum for the purposes of organizing the authority and conducting business thereof shall mean fifty percent plus one. 
783	46.28 - 46.30	(§8.) TITLE 36 § 2799-wwww.6.	No board trustee shall receive a salary, but each shall be entitled to reimbursement for reasonable expenses in the performance of duties assigned under this title. 
784	46.31 - 46.34	(§8.) TITLE 36 § 2799-wwww.7.	Notwithstanding the provisions of any other law, any trustee, officer or employee of the state, a state agency, or a municipality shall be deemed to have forfeited or shall forfeit their office or employment by reason of their acceptance of a board trustee position on the authority. 
785	46.35 - 46.47	(§8.) TITLE 36 § 2799-xxxx.1.	Officers and employees; expenses. 1. Pursuant to authority duly delegated to him or her, a director from time to time shall hire, without regard to any personnel or civil service law, rule, or regulation of the state and in accordance with guidelines adopted by the board, such officers, employees and consultants, as they may require for the performance of their duties and shall prescribe the duties and compensation of each such officer, employee or consultant. Notwithstanding the provisions of any general, special or local law, the board may determine that, if any pension or retirement plan becomes inapplicable or is terminated, all or such class or classes of employees of the authority as the board may determine may elect to become members of the New York state employees' retirement system on the basis of compensation payable to them by the authority. 
786	46.48 - 46.56	(§8.) TITLE 36 § 2799-xxxx.2.	Officers and employees of any state agency, department or division may be transferred to the authority, and officers, and employees of the authority may be transferred to any state agency, department, or division without examination and without loss of any civil service status or rights. No such transfer from the authority to any state agency, department, or division shall be made without the approval of the head of such state agency, department, or division and the director of the budget, and such transfer shall be in compliance with the rules and regulations of the state civil service commission. 
787	47.1 - 47.4	(§8.) TITLE 36 § 2799-yyyy.1.	Powers and duties of the authority. 1. Except as otherwise limited by this title, the authority shall have all of the powers necessary or convenient to carry out the purposes and provisions of this title, including but not limited to, the power to: 
788	47.5 - 47.6	(§8.) TITLE 36 § 2799-yyyy.1.(a)	Sue and be sued in all courts and to participate in actions and proceedings, whether judicial, administrative, arbitrative or otherwise; 
789	47.7 - 47.9	(§8.) TITLE 36 § 2799-yyyy.1.(b)	Have a corporate seal, to alter such seal at pleasure, and to use such seal by causing such seal or be affixed, impressed or reproduced in any manner deemed appropriate; 
790	47.10 - 47.13	(§8.) TITLE 36 § 2799-yyyy.1.(c)	Appoint officers, agents and employees, without regard to any personnel or civil service law, rule or regulation of the state and in accordance with guidelines adopted by the authority, to prescribe their duties and qualifications and to fix and pay their compensation; 
791	47.14 - 47.17	(§8.) TITLE 36 § 2799-yyyy.1.(d)	Purchase, receive, take by grant, gift, devise, bequest or otherwise, lease, or otherwise acquire, own, hold, improve, employ, use or otherwise deal in or with, real or personal property whether tangible or intangible, or any interest therein, within the state; 
792	47.18 - 47.21	(§8.) TITLE 36 § 2799-yyyy.1.(e)	Acquire real or personal property, whether tangible or intangible, including without limitation, property rights, interests in property, franchises, obligations, contracts, debt and equity securities, by the exercise of the power of eminent domain; 
793	47.22 - 47.25	(§8.) TITLE 36 § 2799-yyyy.1.(f)	Sell, convey, lease, exchange, transfer, abandon or otherwise dispose of, or mortgage, pledge or create a security interest in, all or any of its assets, properties or any interest therein, wherever situated; 
794	47.26 - 47.31	(§8.) TITLE 36 § 2799-yyyy.1.(g)	Purchase, take, receive, subscribe for, or otherwise acquire, hold, make a tender offer for, vote, employ, sell, lend, lease, exchange, transfer, or otherwise dispose of, mortgage, pledge or grant a security interest in, use or otherwise deal in and with, bonds and other obligations, shares or other securities or interests therein, issued by others, whether engaged in a similar or different business or activity; 
795	47.32 - 47.39	(§8.) TITLE 36 § 2799-yyyy.1.(h)	Make and execute agreements, contracts or other instruments necessary or convenient in the exercise of the powers and functions of the authority under this title, including contracts with any person, firm, corporation, municipality, state agency or other entity in accordance with the provisions of section one hundred three of the general municipal law, and all state agencies and all municipalities shall hereby be authorized to enter into and do all things necessary to perform any such agreement, contract or other such instrument with the authority; 
796	47.40 - 47.44	(§8.) TITLE 36 § 2799-yyyy.1.(i)	Borrow money at such rate or rates of interest as the authority may determine, issue its notes, bonds or other obligations to evidence such indebtedness, and secure any of its obligations by mortgage or pledge of all or any of its property or any interest therein, wherever situated; 
797	47.45 - 47.47	(§8.) TITLE 36 § 2799-yyyy.1.(j)	Arrange for guarantees of its bonds, notes or other obligations by the federal government or by any private insurer or otherwise, and to pay any premiums therefor; 
798	47.48 - 47.49	(§8.) TITLE 36 § 2799-yyyy.1.(k)	Issue such bonds or notes or other obligations regardless of whether the income therefrom is exempt from federal income taxation; 
799	47.50 - 47.51	(§8.) TITLE 36 § 2799-yyyy.1.(l)	Purchase bonds, notes or other obligations of the authority at such price or prices as the authority may determine; 
800	47.52 - 47.54	(§8.) TITLE 36 § 2799-yyyy.1.(m)	Lend money, invest and reinvest its funds, and take and hold real and personal property as security for the payment of funds so loaned or invested; 
801	47.55 - 48.2	(§8.) TITLE 36 § 2799-yyyy.1.(n)	Procure insurance against any loss in connection with its properties or operations in such amount or amounts and from such insurers, including the federal government, as it may deem necessary or desirable, and to pay any premiums therefor; 
802	48.3 - 48.4	(§8.) TITLE 36 § 2799-yyyy.1.(o)	Create or acquire one or more wholly owned subsidiaries in accordance with section twenty-seven hundred ninety-nine-aaaaa of this title; 
803	48.5 - 48.8	(§8.) TITLE 36 § 2799-yyyy.1.(p)	Negotiate and enter into agreements with trustees or receivers appointed by United States bankruptcy courts or federal district courts or in other proceedings involving adjustment of debts, and to authorize legal counsel for the authority to appear in any such proceedings; 
804	48.9 - 48.11	(§8.) TITLE 36 § 2799-yyyy.1.(q)	File a petition under chapter nine of title eleven of the United States bankruptcy code, or to take other similar action for the adjustment of its debts; 
805	48.12 - 48.13	(§8.) TITLE 36 § 2799-yyyy.1.(r)	Enter into management agreements for the operation of all or any of the property or facilities owned by the authority; 
806	48.14 - 48.15	(§8.) TITLE 36 § 2799-yyyy.1.(s)	Maintain an office or offices at such place or places in the state as it may determine; 
807	48.16 - 48.20	(§8.) TITLE 36 § 2799-yyyy.1.(t)	Make any inquiry, investigation, survey or study which the authority may deem necessary to enable it to effectively to carry out the provisions of this title, and to require the production of records, books, papers, accounts and other documents, including public records, and to make copies thereof or extracts therefrom; 
808	48.21 - 48.24	(§8.) TITLE 36 § 2799-yyyy.1.(u)	Adopt, revise, amend and repeal rules and regulations with respect to its operations, properties and facilities, and projects as may be necessary or convenient to carry out the purposes of this title, subject to the provisions of the state administrative procedure act; 
809	48.25 - 48.34	(§8.) TITLE 36 § 2799-yyyy.1.(v)	From time to time enter into agreements with the New York state energy research and development authority, the department of environmental conservation, the New York power authority, the department of labor, the department of state, the metropolitan transit authority, or any other relevant entity, to finance the capital costs of projects authorized pursuant to section eighty-eight-b of the state finance law, and to issue bonds and notes for capital projects approved by the board, provided that each provision of this title relating to bonds and notes which are not inconsistent with the provisions of this section shall apply to the bonds and notes authorized by this section; 
810	48.35 - 48.39	(§8.) TITLE 36 § 2799-yyyy.1.(w)	Fix and collect such fees, rentals and charges for use of the authority or any part thereof necessary or convenient to produce sufficient revenue to meet the obligations of the authority as described in sections twenty-seven hundred ninety-nine-sssss and twenty-seven hundred ninety-nine-uuuu of this title; 
811	48.40 - 48.41	(§8.) TITLE 36 § 2799-yyyy.1.(x)	Request support and services to the office from any other state agency or authority; 
812	48.42 - 48.43	(§8.) TITLE 36 § 2799-yyyy.1.(y)	Transfer employees of any state agency pursuant to section twenty-seven hundred ninety-nine-xxxx; and 
813	48.44 - 48.44	(§8.) TITLE 36 § 2799-yyyy.1.(z)	Levy fines and fees. 
814	48.45 - 48.48	(§8.) TITLE 36 § 2799-zzzz.	Contracts negotiated by the authority. Contracts negotiated by the authority as authorized under section twenty-seven hundred ninety-nine-yyyy of this title shall be entered into and executed as follows: 
815	48.49 - 48.55	(§8.) TITLE 36 § 2799-zzzz.1. (a)	The authority shall develop a procurement policy to ensure the wise and prudent use of public money in the best interest of New York state residents; guard against favoritism, fraud, and corruption; and ensure that contracts are awarded consistent with law and on the basis of best value, including, but not limited to, the following criteria: quality, cost, efficiency, and maximization of public benefits including environmental justice and the creation of high-quality jobs. 
816	49.1 - 49.13	(§8.) TITLE 36 § 2799-zzzz.1. (b)	The authority shall establish guidelines governing the qualifications of bidders entering into contracts relating to electric school buses and charging infrastructure, rolling stock and charging infrastructure for transit authorities, and large scale renewable projects. In determining whether a prospective bidder qualifies for inclusion on a list of qualified bidders for contracts related to electric school buses and charging infrastructure, transit authority rolling stock and charging infrastructure, and large scale renewable projects the authority shall consider prospective bidders' experience, financial capability and responsibility, and past performance, including performance on meeting U.S. employment plan and local employment plan, as such terms are defined by article eight-B of the labor law, commitments under section twenty-seven hundred ninety-nine-wwwww of this title. 
817	49.14 - 49.28	(§8.) TITLE 36 § 2799-zzzz.1. (c)	All purchase contracts for supplies, materials or equipment involving an estimated expenditure in excess of one million dollars for school buses and charging infrastructure, or five million dollars for any other projects, shall be awarded by the authority to a bidder that provides the best value to the authority after obtaining proposals in the manner established by the U.S. employment plan and local employment plan, as such terms are defined by article eight-B of the labor law, under the climate manufacturing careers policy under twenty-seven hundred ninety-nine-wwwww of this title. The authority shall also utilize the climate manufacturing careers policy when evaluating procurements made directly by the authority. All contracts for public work involving an estimated expenditure in excess of five million dollars shall comply with the labor, project performance, U.S. employment plan and local employment plan requirements of article eight-B of the labor law. 
818	49.29 - 49.42	(§8.) TITLE 36 § 2799-zzzz.2.	After agreement upon the terms of any contract under this section shall have been reached by the authority and a third party or third parties, the authority shall promptly transmit a copy of such proposed contract to the governor, the speaker of the assembly, the minority leader of the assembly, the chairman of the assembly committee on ways and means, the temporary president of the senate and the minority leader of the senate and the chairman of the senate finance committee, and shall hold a public hearing or hearings upon the terms thereof. No less than thirty days' notice of such hearing shall be provided by the authority by publication once per week during such period in six newspapers within the state to be selected by the authority. Copies of such proposed contract shall be available for public inspection during such period of thirty days at the office or offices of the authority and at such other places throughout the state as the authority may designate. 
819	49.43 - 49.46	(§8.) TITLE 36 § 2799-zzzz.3.	Following a public hearing under subdivision two of this section, the authority shall reconsider the terms of the proposed contract or contracts and shall negotiate such changes and modifications in such contract or contracts as it then deems necessary or advisable. 
820	49.47 - 50.2	(§8.) TITLE 36 § 2799-zzzz.4.	When a contract or contracts are agreed upon in terms satisfactory to the authority and all other parties to such contract, and which the authority believes to be in the public interest, the authority shall thereupon report such proposed contract or contracts, together with the authorities recommendations and the record of the public hearings thereon, to the speaker of the assembly, the chairman of the assembly committee on ways and means, the temporary president of the senate, the chairman of the senate finance committee, and the governor. The governor shall, within sixty days thereafter, indicate his or her approval or disapproval thereof and give his or her reasons for such approval or disapproval. 
821	50.3 - 50.7	(§8.) TITLE 36 § 2799-zzzz.5.	If the governor shall approve a contract, then such contract shall be executed by the president and the chair of the board of the authority and such contract shall thereupon come into full force and effect and be binding upon the authority and all other parties thereto in accordance with such contract's terms. 
822	50.8 - 50.15	(§8.) TITLE 36 § 2799-aaaaa.1.	Subsidiaries. 1. The authority shall have the right to exercise and perform all or part of its powers and functions through one or more wholly owned subsidiaries by acquiring the voting shares thereof, or by resolution of the board directing any of its trustees, officers or employees to organize a subsidiary corporation pursuant to the business corporation law, the not-for-profit corporation law or the transportation corporations law. Such resolution shall prescribe the purpose for which such subsidiary corporation shall be formed. 
